MonthYear,Station,"Station_Type ",Entry_Exit,Trip
2016-10,Wollongong Station,Train,Entry,48170
2016-10,Wollongong Station,Train,Exit,46580
2016-11,Wollongong Station,Train,Entry,53470
2016-11,Wollongong Station,Train,Exit,51700
2016-12,Wollongong Station,Train,Entry,52490
2016-12,Wollongong Station,Train,Exit,51260
2017-01,Wollongong Station,Train,Entry,47250
2017-01,Wollongong Station,Train,Exit,46010
2017-02,Wollongong Station,Train,Entry,50510
2017-02,Wollongong Station,Train,Exit,49980
2017-03,Wollongong Station,Train,Entry,58460
2017-03,Wollongong Station,Train,Exit,57200
2017-04,Wollongong Station,Train,Entry,55320
2017-04,Wollongong Station,Train,Exit,54530
2017-05,Wollongong Station,Train,Entry,57350
2017-05,Wollongong Station,Train,Exit,56250
2017-06,Wollongong Station,Train,Entry,51610
2017-06,Wollongong Station,Train,Exit,50500
2017-07,Wollongong Station,Train,Entry,55240
2017-07,Wollongong Station,Train,Exit,55120
2017-08,Wollongong Station,Train,Entry,55390
2017-08,Wollongong Station,Train,Exit,54920
2017-09,Wollongong Station,Train,Entry,55430
2017-09,Wollongong Station,Train,Exit,54940
2017-10,Wollongong Station,Train,Entry,55400
2017-10,Wollongong Station,Train,Exit,54600
2017-11,Wollongong Station,Train,Entry,54560
2017-11,Wollongong Station,Train,Exit,54110
2017-12,Wollongong Station,Train,Entry,53350
2017-12,Wollongong Station,Train,Exit,52320
2018-01,Wollongong Station,Train,Entry,53810
2018-01,Wollongong Station,Train,Exit,53990
2018-02,Wollongong Station,Train,Entry,54230
2018-02,Wollongong Station,Train,Exit,53650
2018-03,Wollongong Station,Train,Entry,56000
2018-03,Wollongong Station,Train,Exit,54530
2018-04,Wollongong Station,Train,Entry,56210
2018-04,Wollongong Station,Train,Exit,55390
2018-05,Wollongong Station,Train,Entry,56320
2018-05,Wollongong Station,Train,Exit,55270
2018-06,Wollongong Station,Train,Entry,53110
2018-06,Wollongong Station,Train,Exit,52070
2018-07,Wollongong Station,Train,Entry,56450
2018-07,Wollongong Station,Train,Exit,56600
2018-08,Wollongong Station,Train,Entry,53970
2018-08,Wollongong Station,Train,Exit,52800
2018-09,Wollongong Station,Train,Entry,53630
2018-09,Wollongong Station,Train,Exit,52180
2018-10,Wollongong Station,Train,Entry,55180
2018-10,Wollongong Station,Train,Exit,54550
2018-11,Wollongong Station,Train,Entry,58170
2018-11,Wollongong Station,Train,Exit,55390
2018-12,Wollongong Station,Train,Entry,53000
2018-12,Wollongong Station,Train,Exit,51240
2019-01,Wollongong Station,Train,Entry,53150
2019-01,Wollongong Station,Train,Exit,52740
2019-02,Wollongong Station,Train,Entry,54820
2019-02,Wollongong Station,Train,Exit,54270
2019-03,Wollongong Station,Train,Entry,60690
2019-03,Wollongong Station,Train,Exit,58830
2019-04,Wollongong Station,Train,Entry,56580
2019-04,Wollongong Station,Train,Exit,54900
2019-05,Wollongong Station,Train,Entry,60230
2019-05,Wollongong Station,Train,Exit,59410
2019-06,Wollongong Station,Train,Entry,54300
2019-06,Wollongong Station,Train,Exit,52480
2019-07,Wollongong Station,Train,Entry,59350
2019-07,Wollongong Station,Train,Exit,58220
2019-08,Wollongong Station,Train,Entry,56340
2019-08,Wollongong Station,Train,Exit,54790
2019-09,Wollongong Station,Train,Entry,58010
2019-09,Wollongong Station,Train,Exit,57120
2019-10,Wollongong Station,Train,Entry,59530
2019-10,Wollongong Station,Train,Exit,58070
2019-11,Wollongong Station,Train,Entry,59450
2019-11,Wollongong Station,Train,Exit,57110
2019-12,Wollongong Station,Train,Entry,55870
2019-12,Wollongong Station,Train,Exit,53350
2020-01,Wollongong Station,Train,Entry,53340
2020-01,Wollongong Station,Train,Exit,52170
2020-02,Wollongong Station,Train,Entry,53860
2020-02,Wollongong Station,Train,Exit,51760
2020-03,Wollongong Station,Train,Entry,39690
2020-03,Wollongong Station,Train,Exit,38190
2020-04,Wollongong Station,Train,Entry,9790
2020-04,Wollongong Station,Train,Exit,9650
2020-05,Wollongong Station,Train,Entry,17550
2020-05,Wollongong Station,Train,Exit,17120
2020-06,Wollongong Station,Train,Entry,25460
2020-06,Wollongong Station,Train,Exit,24620
2020-07,Wollongong Station,Train,Entry,30080
2020-07,Wollongong Station,Train,Exit,29570
2020-08,Wollongong Station,Train,Entry,26520
2020-08,Wollongong Station,Train,Exit,25820
2020-09,Wollongong Station,Train,Entry,29620
2020-09,Wollongong Station,Train,Exit,28760
2020-10,Wollongong Station,Train,Entry,32940
2020-10,Wollongong Station,Train,Exit,31930
2020-11,Wollongong Station,Train,Entry,33030
2020-11,Wollongong Station,Train,Exit,31860
2020-12,Wollongong Station,Train,Entry,31920
2020-12,Wollongong Station,Train,Exit,31210
2021-01,Wollongong Station,Train,Entry,27460
2021-01,Wollongong Station,Train,Exit,26460
2021-02,Wollongong Station,Train,Entry,33350
2021-02,Wollongong Station,Train,Exit,31650
2021-03,Wollongong Station,Train,Entry,39810
2021-03,Wollongong Station,Train,Exit,38700
2021-04,Wollongong Station,Train,Entry,39440
2021-04,Wollongong Station,Train,Exit,38200
2021-05,Wollongong Station,Train,Entry,39360
2021-05,Wollongong Station,Train,Exit,37880
2021-06,Wollongong Station,Train,Entry,31190
2021-06,Wollongong Station,Train,Exit,31280
2021-07,Wollongong Station,Train,Entry,9410
2021-07,Wollongong Station,Train,Exit,9500
2021-08,Wollongong Station,Train,Entry,8050
2021-08,Wollongong Station,Train,Exit,8100
2021-09,Wollongong Station,Train,Entry,7480
2021-09,Wollongong Station,Train,Exit,7490
2021-10,Wollongong Station,Train,Entry,16500
2021-10,Wollongong Station,Train,Exit,16160
2021-11,Wollongong Station,Train,Entry,26900
2021-11,Wollongong Station,Train,Exit,26360
2021-12,Wollongong Station,Train,Entry,26800
2021-12,Wollongong Station,Train,Exit,26100
2022-01,Wollongong Station,Train,Entry,21440
2022-01,Wollongong Station,Train,Exit,20550
2022-02,Wollongong Station,Train,Entry,23010
2022-02,Wollongong Station,Train,Exit,20920
2022-03,Wollongong Station,Train,Entry,24220
2022-03,Wollongong Station,Train,Exit,22300
2022-04,Wollongong Station,Train,Entry,24040
2022-04,Wollongong Station,Train,Exit,20990
2022-05,Wollongong Station,Train,Entry,34550
2022-05,Wollongong Station,Train,Exit,33180
2022-06,Wollongong Station,Train,Entry,35310
2022-06,Wollongong Station,Train,Exit,33980
2022-07,Wollongong Station,Train,Entry,29070
2022-07,Wollongong Station,Train,Exit,27430
2022-08,Wollongong Station,Train,Entry,34110
2022-08,Wollongong Station,Train,Exit,31290
2022-09,Wollongong Station,Train,Entry,45400
2022-09,Wollongong Station,Train,Exit,43620
2022-10,Wollongong Station,Train,Entry,38990
2022-10,Wollongong Station,Train,Exit,37000
2022-11,Wollongong Station,Train,Entry,31190
2022-11,Wollongong Station,Train,Exit,29480
2022-12,Wollongong Station,Train,Entry,38870
2022-12,Wollongong Station,Train,Exit,37460
2023-01,Wollongong Station,Train,Entry,36340
2023-01,Wollongong Station,Train,Exit,35000
2023-02,Wollongong Station,Train,Entry,38410
2023-02,Wollongong Station,Train,Exit,36760
2023-03,Wollongong Station,Train,Entry,44940
2023-03,Wollongong Station,Train,Exit,43540
2023-04,Wollongong Station,Train,Entry,37350
2023-04,Wollongong Station,Train,Exit,35920
2023-05,Wollongong Station,Train,Entry,41960
2023-05,Wollongong Station,Train,Exit,39900
2023-06,Wollongong Station,Train,Entry,43590
2023-06,Wollongong Station,Train,Exit,42720
2023-07,Wollongong Station,Train,Entry,41930
2023-07,Wollongong Station,Train,Exit,40380
2023-08,Wollongong Station,Train,Entry,46070
2023-08,Wollongong Station,Train,Exit,44410
2023-09,Wollongong Station,Train,Entry,45690
2023-09,Wollongong Station,Train,Exit,43880
2023-10,Wollongong Station,Train,Entry,44500
2023-10,Wollongong Station,Train,Exit,42090
2023-11,Wollongong Station,Train,Entry,45160
2023-11,Wollongong Station,Train,Exit,44570
2023-12,Wollongong Station,Train,Entry,45280
2023-12,Wollongong Station,Train,Exit,44320
2024-01,Wollongong Station,Train,Entry,43380
2024-01,Wollongong Station,Train,Exit,41930
2024-02,Wollongong Station,Train,Entry,45700
2024-02,Wollongong Station,Train,Exit,43640
2024-03,Wollongong Station,Train,Entry,49290
2024-03,Wollongong Station,Train,Exit,47180
2024-04,Wollongong Station,Train,Entry,38360
2024-04,Wollongong Station,Train,Exit,36700
2024-05,Wollongong Station,Train,Entry,44060
2024-05,Wollongong Station,Train,Exit,42270
2024-06,Wollongong Station,Train,Entry,40210
2024-06,Wollongong Station,Train,Exit,38270
2016-07,Wollstonecraft Station,Train,Entry,63540
2016-07,Wollstonecraft Station,Train,Exit,55830
2016-08,Wollstonecraft Station,Train,Entry,74740
2016-08,Wollstonecraft Station,Train,Exit,66330
2016-09,Wollstonecraft Station,Train,Entry,68750
2016-09,Wollstonecraft Station,Train,Exit,60850
2016-10,Wollstonecraft Station,Train,Entry,70370
2016-10,Wollstonecraft Station,Train,Exit,62620
2016-11,Wollstonecraft Station,Train,Entry,72950
2016-11,Wollstonecraft Station,Train,Exit,64290
2016-12,Wollstonecraft Station,Train,Entry,64010
2016-12,Wollstonecraft Station,Train,Exit,55570
2017-01,Wollstonecraft Station,Train,Entry,63870
2017-01,Wollstonecraft Station,Train,Exit,56430
2017-02,Wollstonecraft Station,Train,Entry,66410
2017-02,Wollstonecraft Station,Train,Exit,58940
2017-03,Wollstonecraft Station,Train,Entry,77910
2017-03,Wollstonecraft Station,Train,Exit,68790
2017-04,Wollstonecraft Station,Train,Entry,62200
2017-04,Wollstonecraft Station,Train,Exit,55380
2017-05,Wollstonecraft Station,Train,Entry,77340
2017-05,Wollstonecraft Station,Train,Exit,68410
2017-06,Wollstonecraft Station,Train,Entry,71370
2017-06,Wollstonecraft Station,Train,Exit,63130
2017-07,Wollstonecraft Station,Train,Entry,66580
2017-07,Wollstonecraft Station,Train,Exit,59300
2017-08,Wollstonecraft Station,Train,Entry,74490
2017-08,Wollstonecraft Station,Train,Exit,66980
2017-09,Wollstonecraft Station,Train,Entry,70270
2017-09,Wollstonecraft Station,Train,Exit,62590
2017-10,Wollstonecraft Station,Train,Entry,72220
2017-10,Wollstonecraft Station,Train,Exit,64340
2017-11,Wollstonecraft Station,Train,Entry,71730
2017-11,Wollstonecraft Station,Train,Exit,63590
2017-12,Wollstonecraft Station,Train,Entry,67140
2017-12,Wollstonecraft Station,Train,Exit,58430
2018-01,Wollstonecraft Station,Train,Entry,63670
2018-01,Wollstonecraft Station,Train,Exit,56670
2018-02,Wollstonecraft Station,Train,Entry,63550
2018-02,Wollstonecraft Station,Train,Exit,56480
2018-03,Wollstonecraft Station,Train,Entry,76550
2018-03,Wollstonecraft Station,Train,Exit,67150
2018-04,Wollstonecraft Station,Train,Entry,68180
2018-04,Wollstonecraft Station,Train,Exit,60260
2018-05,Wollstonecraft Station,Train,Entry,75840
2018-05,Wollstonecraft Station,Train,Exit,67760
2018-06,Wollstonecraft Station,Train,Entry,70780
2018-06,Wollstonecraft Station,Train,Exit,62520
2018-07,Wollstonecraft Station,Train,Entry,70760
2018-07,Wollstonecraft Station,Train,Exit,62670
2018-08,Wollstonecraft Station,Train,Entry,73360
2018-08,Wollstonecraft Station,Train,Exit,65140
2018-09,Wollstonecraft Station,Train,Entry,69050
2018-09,Wollstonecraft Station,Train,Exit,61230
2018-10,Wollstonecraft Station,Train,Entry,67230
2018-10,Wollstonecraft Station,Train,Exit,59040
2018-11,Wollstonecraft Station,Train,Entry,67840
2018-11,Wollstonecraft Station,Train,Exit,58800
2018-12,Wollstonecraft Station,Train,Entry,61830
2018-12,Wollstonecraft Station,Train,Exit,54640
2019-01,Wollstonecraft Station,Train,Entry,58520
2019-01,Wollstonecraft Station,Train,Exit,52620
2019-02,Wollstonecraft Station,Train,Entry,67020
2019-02,Wollstonecraft Station,Train,Exit,57940
2019-03,Wollstonecraft Station,Train,Entry,75500
2019-03,Wollstonecraft Station,Train,Exit,65950
2019-04,Wollstonecraft Station,Train,Entry,68050
2019-04,Wollstonecraft Station,Train,Exit,60200
2019-05,Wollstonecraft Station,Train,Entry,80060
2019-05,Wollstonecraft Station,Train,Exit,70040
2019-06,Wollstonecraft Station,Train,Entry,68590
2019-06,Wollstonecraft Station,Train,Exit,60610
2019-07,Wollstonecraft Station,Train,Entry,72830
2019-07,Wollstonecraft Station,Train,Exit,63540
2019-08,Wollstonecraft Station,Train,Entry,72950
2019-08,Wollstonecraft Station,Train,Exit,63970
2019-09,Wollstonecraft Station,Train,Entry,68520
2019-09,Wollstonecraft Station,Train,Exit,60240
2019-10,Wollstonecraft Station,Train,Entry,76060
2019-10,Wollstonecraft Station,Train,Exit,66710
2019-11,Wollstonecraft Station,Train,Entry,71720
2019-11,Wollstonecraft Station,Train,Exit,62440
2019-12,Wollstonecraft Station,Train,Entry,67060
2019-12,Wollstonecraft Station,Train,Exit,59220
2020-01,Wollstonecraft Station,Train,Entry,66560
2020-01,Wollstonecraft Station,Train,Exit,59070
2020-02,Wollstonecraft Station,Train,Entry,66390
2020-02,Wollstonecraft Station,Train,Exit,57970
2020-03,Wollstonecraft Station,Train,Entry,43650
2020-03,Wollstonecraft Station,Train,Exit,38980
2020-04,Wollstonecraft Station,Train,Entry,10550
2020-04,Wollstonecraft Station,Train,Exit,10300
2020-05,Wollstonecraft Station,Train,Entry,16920
2020-05,Wollstonecraft Station,Train,Exit,16180
2020-06,Wollstonecraft Station,Train,Entry,27820
2020-06,Wollstonecraft Station,Train,Exit,25880
2020-07,Wollstonecraft Station,Train,Entry,30880
2020-07,Wollstonecraft Station,Train,Exit,28540
2020-08,Wollstonecraft Station,Train,Entry,29920
2020-08,Wollstonecraft Station,Train,Exit,27960
2020-09,Wollstonecraft Station,Train,Entry,33270
2020-09,Wollstonecraft Station,Train,Exit,30740
2020-10,Wollstonecraft Station,Train,Entry,33040
2020-10,Wollstonecraft Station,Train,Exit,30380
2020-11,Wollstonecraft Station,Train,Entry,37140
2020-11,Wollstonecraft Station,Train,Exit,33750
2020-12,Wollstonecraft Station,Train,Entry,35030
2020-12,Wollstonecraft Station,Train,Exit,31870
2021-01,Wollstonecraft Station,Train,Entry,27590
2021-01,Wollstonecraft Station,Train,Exit,25210
2021-02,Wollstonecraft Station,Train,Entry,40200
2021-02,Wollstonecraft Station,Train,Exit,36430
2021-03,Wollstonecraft Station,Train,Entry,45120
2021-03,Wollstonecraft Station,Train,Exit,40690
2021-04,Wollstonecraft Station,Train,Entry,45360
2021-04,Wollstonecraft Station,Train,Exit,40980
2021-05,Wollstonecraft Station,Train,Entry,46690
2021-05,Wollstonecraft Station,Train,Exit,42800
2021-06,Wollstonecraft Station,Train,Entry,35100
2021-06,Wollstonecraft Station,Train,Exit,31840
2021-07,Wollstonecraft Station,Train,Entry,8080
2021-07,Wollstonecraft Station,Train,Exit,7750
2021-08,Wollstonecraft Station,Train,Entry,8040
2021-08,Wollstonecraft Station,Train,Exit,7710
2021-09,Wollstonecraft Station,Train,Entry,8590
2021-09,Wollstonecraft Station,Train,Exit,8260
2021-10,Wollstonecraft Station,Train,Entry,19400
2021-10,Wollstonecraft Station,Train,Exit,18370
2021-11,Wollstonecraft Station,Train,Entry,30670
2021-11,Wollstonecraft Station,Train,Exit,27960
2021-12,Wollstonecraft Station,Train,Entry,28720
2021-12,Wollstonecraft Station,Train,Exit,25830
2022-01,Wollstonecraft Station,Train,Entry,20350
2022-01,Wollstonecraft Station,Train,Exit,19260
2022-02,Wollstonecraft Station,Train,Entry,26020
2022-02,Wollstonecraft Station,Train,Exit,24300
2022-03,Wollstonecraft Station,Train,Entry,30050
2022-03,Wollstonecraft Station,Train,Exit,26590
2022-04,Wollstonecraft Station,Train,Entry,30700
2022-04,Wollstonecraft Station,Train,Exit,28310
2022-05,Wollstonecraft Station,Train,Entry,39050
2022-05,Wollstonecraft Station,Train,Exit,35680
2022-06,Wollstonecraft Station,Train,Entry,40580
2022-06,Wollstonecraft Station,Train,Exit,36850
2022-07,Wollstonecraft Station,Train,Entry,33900
2022-07,Wollstonecraft Station,Train,Exit,30860
2022-08,Wollstonecraft Station,Train,Entry,37710
2022-08,Wollstonecraft Station,Train,Exit,30920
2022-09,Wollstonecraft Station,Train,Entry,38540
2022-09,Wollstonecraft Station,Train,Exit,32780
2022-10,Wollstonecraft Station,Train,Entry,34370
2022-10,Wollstonecraft Station,Train,Exit,31130
2022-11,Wollstonecraft Station,Train,Entry,35020
2022-11,Wollstonecraft Station,Train,Exit,31510
2022-12,Wollstonecraft Station,Train,Entry,45200
2022-12,Wollstonecraft Station,Train,Exit,40570
2023-01,Wollstonecraft Station,Train,Entry,40670
2023-01,Wollstonecraft Station,Train,Exit,37720
2023-02,Wollstonecraft Station,Train,Entry,43720
2023-02,Wollstonecraft Station,Train,Exit,39760
2023-03,Wollstonecraft Station,Train,Entry,53650
2023-03,Wollstonecraft Station,Train,Exit,48240
2023-04,Wollstonecraft Station,Train,Entry,44670
2023-04,Wollstonecraft Station,Train,Exit,41130
2023-05,Wollstonecraft Station,Train,Entry,51800
2023-05,Wollstonecraft Station,Train,Exit,47110
2023-06,Wollstonecraft Station,Train,Entry,51660
2023-06,Wollstonecraft Station,Train,Exit,47230
2023-07,Wollstonecraft Station,Train,Entry,49780
2023-07,Wollstonecraft Station,Train,Exit,45200
2023-08,Wollstonecraft Station,Train,Entry,52890
2023-08,Wollstonecraft Station,Train,Exit,47400
2023-09,Wollstonecraft Station,Train,Entry,50360
2023-09,Wollstonecraft Station,Train,Exit,45950
2023-10,Wollstonecraft Station,Train,Entry,52380
2023-10,Wollstonecraft Station,Train,Exit,47480
2023-11,Wollstonecraft Station,Train,Entry,54790
2023-11,Wollstonecraft Station,Train,Exit,49880
2023-12,Wollstonecraft Station,Train,Entry,47620
2023-12,Wollstonecraft Station,Train,Exit,43410
2024-01,Wollstonecraft Station,Train,Entry,44280
2024-01,Wollstonecraft Station,Train,Exit,39790
2024-02,Wollstonecraft Station,Train,Entry,53450
2024-02,Wollstonecraft Station,Train,Exit,48480
2024-03,Wollstonecraft Station,Train,Entry,57080
2024-03,Wollstonecraft Station,Train,Exit,51220
2024-04,Wollstonecraft Station,Train,Entry,49010
2024-04,Wollstonecraft Station,Train,Exit,44210
2024-05,Wollstonecraft Station,Train,Entry,56640
2024-05,Wollstonecraft Station,Train,Exit,51280
2024-06,Wollstonecraft Station,Train,Entry,51650
2024-06,Wollstonecraft Station,Train,Exit,47110
2016-07,Wombarra Station,Train,Entry,670
2016-07,Wombarra Station,Train,Exit,600
2016-08,Wombarra Station,Train,Entry,880
2016-08,Wombarra Station,Train,Exit,730
2016-09,Wombarra Station,Train,Entry,790
2016-09,Wombarra Station,Train,Exit,710
2016-10,Wombarra Station,Train,Entry,880
2016-10,Wombarra Station,Train,Exit,760
2016-11,Wombarra Station,Train,Entry,990
2016-11,Wombarra Station,Train,Exit,880
2016-12,Wombarra Station,Train,Entry,840
2016-12,Wombarra Station,Train,Exit,770
2017-01,Wombarra Station,Train,Entry,780
2017-01,Wombarra Station,Train,Exit,620
2017-02,Wombarra Station,Train,Entry,920
2017-02,Wombarra Station,Train,Exit,780
2017-03,Wombarra Station,Train,Entry,1080
2017-03,Wombarra Station,Train,Exit,890
2017-04,Wombarra Station,Train,Entry,980
2017-04,Wombarra Station,Train,Exit,850
2017-05,Wombarra Station,Train,Entry,1040
2017-05,Wombarra Station,Train,Exit,900
2017-06,Wombarra Station,Train,Entry,850
2017-06,Wombarra Station,Train,Exit,730
2017-07,Wombarra Station,Train,Entry,930
2017-07,Wombarra Station,Train,Exit,840
2017-08,Wombarra Station,Train,Entry,970
2017-08,Wombarra Station,Train,Exit,860
2017-09,Wombarra Station,Train,Entry,940
2017-09,Wombarra Station,Train,Exit,800
2017-10,Wombarra Station,Train,Entry,880
2017-10,Wombarra Station,Train,Exit,770
2017-11,Wombarra Station,Train,Entry,930
2017-11,Wombarra Station,Train,Exit,760
2017-12,Wombarra Station,Train,Entry,900
2017-12,Wombarra Station,Train,Exit,850
2018-01,Wombarra Station,Train,Entry,890
2018-01,Wombarra Station,Train,Exit,750
2018-02,Wombarra Station,Train,Entry,980
2018-02,Wombarra Station,Train,Exit,790
2018-03,Wombarra Station,Train,Entry,940
2018-03,Wombarra Station,Train,Exit,800
2018-04,Wombarra Station,Train,Entry,990
2018-04,Wombarra Station,Train,Exit,830
2018-05,Wombarra Station,Train,Entry,1100
2018-05,Wombarra Station,Train,Exit,980
2018-06,Wombarra Station,Train,Entry,970
2018-06,Wombarra Station,Train,Exit,880
2018-07,Wombarra Station,Train,Entry,760
2018-07,Wombarra Station,Train,Exit,710
2018-08,Wombarra Station,Train,Entry,940
2018-08,Wombarra Station,Train,Exit,820
2018-09,Wombarra Station,Train,Entry,950
2018-09,Wombarra Station,Train,Exit,840
2018-10,Wombarra Station,Train,Entry,910
2018-10,Wombarra Station,Train,Exit,830
2018-11,Wombarra Station,Train,Entry,1010
2018-11,Wombarra Station,Train,Exit,980
2018-12,Wombarra Station,Train,Entry,910
2018-12,Wombarra Station,Train,Exit,850
2019-01,Wombarra Station,Train,Entry,980
2019-01,Wombarra Station,Train,Exit,950
2019-02,Wombarra Station,Train,Entry,1060
2019-02,Wombarra Station,Train,Exit,990
2019-03,Wombarra Station,Train,Entry,1060
2019-03,Wombarra Station,Train,Exit,980
2019-04,Wombarra Station,Train,Entry,990
2019-04,Wombarra Station,Train,Exit,890
2019-05,Wombarra Station,Train,Entry,1110
2019-05,Wombarra Station,Train,Exit,1010
2019-06,Wombarra Station,Train,Entry,910
2019-06,Wombarra Station,Train,Exit,760
2019-07,Wombarra Station,Train,Entry,910
2019-07,Wombarra Station,Train,Exit,850
2019-08,Wombarra Station,Train,Entry,1020
2019-08,Wombarra Station,Train,Exit,850
2019-09,Wombarra Station,Train,Entry,1120
2019-09,Wombarra Station,Train,Exit,910
2019-10,Wombarra Station,Train,Entry,1100
2019-10,Wombarra Station,Train,Exit,1010
2019-11,Wombarra Station,Train,Entry,1260
2019-11,Wombarra Station,Train,Exit,1040
2019-12,Wombarra Station,Train,Entry,970
2019-12,Wombarra Station,Train,Exit,780
2020-01,Wombarra Station,Train,Entry,1110
2020-01,Wombarra Station,Train,Exit,960
2020-02,Wombarra Station,Train,Entry,1150
2020-02,Wombarra Station,Train,Exit,890
2020-03,Wombarra Station,Train,Entry,780
2020-03,Wombarra Station,Train,Exit,700
2020-04,Wombarra Station,Train,Entry,110
2020-04,Wombarra Station,Train,Exit,120
2020-05,Wombarra Station,Train,Entry,360
2020-05,Wombarra Station,Train,Exit,260
2020-06,Wombarra Station,Train,Entry,580
2020-06,Wombarra Station,Train,Exit,410
2020-07,Wombarra Station,Train,Entry,700
2020-07,Wombarra Station,Train,Exit,570
2020-08,Wombarra Station,Train,Entry,630
2020-08,Wombarra Station,Train,Exit,480
2020-09,Wombarra Station,Train,Entry,680
2020-09,Wombarra Station,Train,Exit,630
2020-10,Wombarra Station,Train,Entry,790
2020-10,Wombarra Station,Train,Exit,680
2020-11,Wombarra Station,Train,Entry,860
2020-11,Wombarra Station,Train,Exit,710
2020-12,Wombarra Station,Train,Entry,770
2020-12,Wombarra Station,Train,Exit,740
2021-01,Wombarra Station,Train,Entry,760
2021-01,Wombarra Station,Train,Exit,680
2021-02,Wombarra Station,Train,Entry,810
2021-02,Wombarra Station,Train,Exit,720
2021-03,Wombarra Station,Train,Entry,840
2021-03,Wombarra Station,Train,Exit,720
2021-04,Wombarra Station,Train,Entry,770
2021-04,Wombarra Station,Train,Exit,710
2021-05,Wombarra Station,Train,Entry,920
2021-05,Wombarra Station,Train,Exit,670
2021-06,Wombarra Station,Train,Entry,610
2021-06,Wombarra Station,Train,Exit,510
2021-07,Wombarra Station,Train,Entry,120
2021-07,Wombarra Station,Train,Exit,130
2021-08,Wombarra Station,Train,Entry,140
2021-08,Wombarra Station,Train,Exit,130
2021-09,Wombarra Station,Train,Entry,130
2021-09,Wombarra Station,Train,Exit,120
2021-10,Wombarra Station,Train,Entry,520
2021-10,Wombarra Station,Train,Exit,500
2021-11,Wombarra Station,Train,Entry,690
2021-11,Wombarra Station,Train,Exit,520
2021-12,Wombarra Station,Train,Entry,660
2021-12,Wombarra Station,Train,Exit,650
2022-01,Wombarra Station,Train,Entry,420
2022-01,Wombarra Station,Train,Exit,460
2022-02,Wombarra Station,Train,Entry,480
2022-02,Wombarra Station,Train,Exit,400
2022-03,Wombarra Station,Train,Entry,370
2022-03,Wombarra Station,Train,Exit,280
2022-04,Wombarra Station,Train,Entry,280
2022-04,Wombarra Station,Train,Exit,300
2022-05,Wombarra Station,Train,Entry,690
2022-05,Wombarra Station,Train,Exit,540
2022-06,Wombarra Station,Train,Entry,690
2022-06,Wombarra Station,Train,Exit,480
2022-07,Wombarra Station,Train,Entry,520
2022-07,Wombarra Station,Train,Exit,390
2022-08,Wombarra Station,Train,Entry,720
2022-08,Wombarra Station,Train,Exit,510
2022-09,Wombarra Station,Train,Entry,870
2022-09,Wombarra Station,Train,Exit,660
2022-10,Wombarra Station,Train,Entry,710
2022-10,Wombarra Station,Train,Exit,620
2022-11,Wombarra Station,Train,Entry,680
2022-11,Wombarra Station,Train,Exit,590
2022-12,Wombarra Station,Train,Entry,870
2022-12,Wombarra Station,Train,Exit,720
2023-01,Wombarra Station,Train,Entry,720
2023-01,Wombarra Station,Train,Exit,690
2023-02,Wombarra Station,Train,Entry,840
2023-02,Wombarra Station,Train,Exit,720
2023-03,Wombarra Station,Train,Entry,950
2023-03,Wombarra Station,Train,Exit,750
2023-04,Wombarra Station,Train,Entry,770
2023-04,Wombarra Station,Train,Exit,620
2023-05,Wombarra Station,Train,Entry,890
2023-05,Wombarra Station,Train,Exit,630
2023-06,Wombarra Station,Train,Entry,820
2023-06,Wombarra Station,Train,Exit,710
2023-07,Wombarra Station,Train,Entry,720
2023-07,Wombarra Station,Train,Exit,580
2023-08,Wombarra Station,Train,Entry,840
2023-08,Wombarra Station,Train,Exit,670
2023-09,Wombarra Station,Train,Entry,800
2023-09,Wombarra Station,Train,Exit,770
2023-10,Wombarra Station,Train,Entry,800
2023-10,Wombarra Station,Train,Exit,700
2023-11,Wombarra Station,Train,Entry,820
2023-11,Wombarra Station,Train,Exit,620
2023-12,Wombarra Station,Train,Entry,860
2023-12,Wombarra Station,Train,Exit,740
2024-01,Wombarra Station,Train,Entry,770
2024-01,Wombarra Station,Train,Exit,740
2024-02,Wombarra Station,Train,Entry,780
2024-02,Wombarra Station,Train,Exit,600
2024-03,Wombarra Station,Train,Entry,810
2024-03,Wombarra Station,Train,Exit,590
2024-04,Wombarra Station,Train,Entry,540
2024-04,Wombarra Station,Train,Exit,480
2024-05,Wombarra Station,Train,Entry,710
2024-05,Wombarra Station,Train,Exit,530
2024-06,Wombarra Station,Train,Entry,620
2024-06,Wombarra Station,Train,Exit,500
2016-07,Wondabyne Station,Train,Entry,410
2016-07,Wondabyne Station,Train,Exit,460
2016-08,Wondabyne Station,Train,Entry,340
2016-08,Wondabyne Station,Train,Exit,390
2016-09,Wondabyne Station,Train,Entry,420
2016-09,Wondabyne Station,Train,Exit,440
2016-10,Wondabyne Station,Train,Entry,360
2016-10,Wondabyne Station,Train,Exit,420
2016-11,Wondabyne Station,Train,Entry,310
2016-11,Wondabyne Station,Train,Exit,340
2016-12,Wondabyne Station,Train,Entry,290
2016-12,Wondabyne Station,Train,Exit,330
2017-01,Wondabyne Station,Train,Entry,240
2017-01,Wondabyne Station,Train,Exit,250
2017-02,Wondabyne Station,Train,Entry,210
2017-02,Wondabyne Station,Train,Exit,190
2017-03,Wondabyne Station,Train,Entry,260
2017-03,Wondabyne Station,Train,Exit,300
2017-04,Wondabyne Station,Train,Entry,440
2017-04,Wondabyne Station,Train,Exit,500
